#  #1, #2, #3
4.00,218815746479.72,10032.86
5.53,202059564747.02,10007.99
4.97,208684377453.23,10077.10
4.31,209959223104.79,10000.34
5.63,207989684721.06,10098.38
5.47,200593491150.82,10025.86
5.04,216765751606.26,10063.04
4.17,217484526677.82,10061.80
5.76,209381637845.38,10057.16
5.24,208016294878.87,10036.59
5.27,216831695563.88,10099.41
5.40,211616203628.07,10082.63
5.24,211190466291.46,10062.51
4.83,208461969566.30,10037.65
4.67,200747402087.16,10091.05
4.90,217814195931.40,10039.82
4.64,218377948362.69,10080.14
4.14,216041606375.13,10090.15
5.79,211514708267.60,10065.39
5.28,213226375632.13,10013.52
5.88,213246067780.74,10068.16
5.38,205399480215.67,10022.84
5.39,219029843286.12,10004.57
4.15,213129340760.18,10051.78
5.49,214057366102.65,10009.27
4.77,208427158484.25,10063.55
5.09,211192540996.55,10020.42
4.76,204887994732.83,10073.57
5.47,211172546826.22,10010.89
5.64,217868702342.46,10025.90
5.71,212501463647.11,10099.78
5.35,216163023449.87,10044.48
4.68,201458543459.98,10040.29
5.45,217063288872.87,10092.85
4.41,208923821359.68,10013.50
4.59,205810182798.07,10069.88
4.15,211038390173.64,10014.56
4.66,210973726889.80,10067.45
5.27,211725356744.25,10000.80
4.79,213089950669.86,10048.75
4.35,207831998354.62,10089.50
5.06,214270605742.27,10034.71
4.70,214488845392.37,10066.46
5.17,200927659387.82,10045.76
4.65,208582624231.17,10038.79
5.23,202796989610.89,10009.35
4.52,216049232610.82,10025.13
4.15,208701081023.65,10036.68
5.03,209845733456.08,10096.35
5.70,213360361230.23,10059.63
6.05,203949000746.19,10053.79
4.34,217108052227.30,10010.38
4.63,216062748298.47,10034.65
5.08,207135298890.44,10021.83
4.70,214679551343.27,10005.15
4.73,214281640118.58,10020.63
5.19,214205579893.69,10006.13
4.40,214093690653.23,10054.25
4.97,215469476268.47,10088.48
5.16,213817797879.17,10041.56
5.67,219881648089.90,10076.66
4.46,215821293160.96,10040.86
5.35,208784363378.45,10013.77
5.05,206577214384.30,10052.72
4.66,201145504160.25,10016.02
4.69,210840793424.01,10025.08
5.19,217016045766.78,10043.94
5.20,209188102914.22,10082.45
4.87,214965693243.24,10070.97
5.60,214108262304.42,10042.48
4.68,205002913580.39,10043.99
4.48,214429719223.64,10082.65
4.97,211914815754.46,10086.71
3.75,200583867363.88,10002.70
5.59,217780568347.07,10011.21
4.79,201225076948.95,10058.49
5.69,216764316393.33,10063.36
4.50,216822548247.92,10095.04
5.10,211299331435.14,10015.41
4.46,204970121906.85,10055.36
4.98,204865148196.82,10080.57
5.01,201374095688.89,10006.55
5.39,204306605037.02,10029.26
4.19,208174441873.93,10067.75
5.20,201396196350.58,10006.61
4.20,210778978797.03,10000.51
5.14,218129548348.17,10017.98
5.61,217603455791.88,10079.24
4.56,203156232632.29,10007.29
4.68,217132560776.33,10073.23
5.09,205345826680.75,10062.79
5.38,215031737815.62,10054.61
4.78,204802452863.95,10033.29
6.40,211835260569.01,10082.71
4.90,206103186841.75,10036.40
4.88,217280861028.24,10035.95
5.29,210469213829.69,10011.72
5.44,201718898655.97,10044.45
4.45,203311812761.93,10037.96
4.28,213110888696.79,10097.87
5.63,205566944315.17,10098.26
5.80,212373371896.32,10073.79
4.05,201498339257.14,10099.74
4.71,218398269046.62,10096.14
4.78,202825296199.92,10095.47
5.62,219015293945.81,10087.93
5.21,218438306442.55,10007.91
5.10,218005084180.51,10094.72
5.47,218543452337.93,10074.79
5.38,201942133774.54,10045.31
4.55,207902484927.83,10088.24
5.02,208736863901.69,10047.15
5.25,205571395720.84,10097.60
5.08,218348243866.49,10062.95
4.59,206398076496.54,10060.53
4.50,201416085728.38,10008.30
4.79,219029158898.87,10074.33
4.39,207700826522.27,10000.31
4.48,200778732183.20,10078.39
5.12,209692992064.76,10026.82
5.60,206643074490.34,10006.62
4.47,213285631156.54,10011.62
4.66,204200380746.62,10068.53
4.27,217068703829.27,10072.48
4.43,202476142962.15,10052.80
5.33,215343326583.84,10055.86
4.07,201820312219.94,10057.31
4.93,200975022740.35,10036.56
4.83,207195918340.10,10023.85
4.85,208107123521.08,10072.26
5.73,201910542389.34,10063.02
5.39,206930650104.72,10094.94
4.19,209746547714.61,10036.26
4.79,209612653027.01,10028.71
4.22,206169352185.69,10083.75
5.55,215796758864.82,10031.47
4.76,205751442257.06,10042.05
4.78,216841472027.31,10082.61
4.03,208061525128.98,10049.32
4.79,219753538936.77,10083.05
5.37,213761734596.16,10049.03
5.39,206147649337.70,10063.57
5.49,212646394558.32,10028.20
5.73,203401436651.75,10073.67
4.32,214397075327.70,10015.54
5.22,212470488571.49,10015.83
4.79,200992566956.95,10043.99
4.20,200892362065.26,10008.16
4.67,200504182930.13,10047.39
5.14,205299805572.06,10005.60
5.48,219608742497.09,10025.63
5.26,200297206006.07,10087.69
4.64,207444877584.19,10033.65
3.70,214495860420.96,10076.60
4.66,202895308905.04,10098.68
4.36,213580630353.05,10025.06
4.05,215465671862.27,10098.03
5.07,208043228854.41,10029.31
4.68,200866597491.20,10008.19
3.85,200321124899.25,10051.83
4.39,214119829126.73,10031.69
4.93,206337160790.92,10016.93
4.95,213639961489.75,10053.35
4.80,212142014355.35,10048.94
4.86,202365376222.66,10028.06
5.28,204954822079.39,10026.86
4.62,217572382392.30,10098.95
4.64,205584706003.94,10012.21
5.12,203864536357.27,10061.37
4.75,205707809296.67,10044.57
5.59,211731023057.64,10064.54
5.93,219031714977.54,10029.01
4.96,203142658873.54,10045.41
5.48,216418496625.55,10098.92
5.50,216237299434.25,10009.91
5.07,203881313083.87,10059.00
4.56,210576524469.10,10025.59
4.46,219677215418.49,10090.08
5.22,206526199752.02,10081.20
6.04,218532982084.34,10008.11
4.56,200816924559.22,10016.58
4.52,219670757649.36,10059.08
4.96,204383793324.79,10039.58
5.53,203250459146.90,10078.90
5.30,205392118697.76,10009.44
5.04,210686232455.23,10060.23
5.57,218269870880.86,10062.63
4.74,214558714332.19,10012.68
5.70,200619187863.69,10086.77
4.35,201152361293.20,10071.98
5.44,214883384393.41,10051.46
4.49,205706948583.43,10067.85
6.01,208447999374.16,10092.84
4.94,216374049000.33,10066.38
5.37,205272101811.58,10003.90
4.81,212850012106.03,10087.08
5.58,204219508775.55,10022.95
5.47,205545613768.51,10083.19
4.72,207188423474.41,10064.80
4.63,208750148053.33,10028.93
4.82,217290579237.99,10007.46
4.97,209041065498.93,10056.58
4.51,212941142317.91,10008.96
5.48,217482878876.64,10061.30
5.89,212545530499.45,10072.07
5.17,207032994418.99,10015.34
4.24,204856680632.56,10068.84
4.83,217998697925.92,10056.02
4.78,215114951044.60,10023.84
4.80,212374643312.46,10084.17
4.99,212953539744.44,10091.85
5.06,213689994852.19,10009.36
5.29,214886355703.07,10014.08
4.42,215839537588.82,10071.12
5.54,205408483978.89,10028.52
5.75,208865739914.66,10007.47
5.65,202344186334.55,10000.70
4.51,217836479060.67,10043.11
5.69,219029428704.27,10082.78
5.32,205275745052.56,10043.20
5.59,210132991693.49,10081.27
5.53,218680876589.96,10090.56
4.94,216497160930.19,10086.40
5.17,205694591654.42,10018.66
5.82,217282491475.04,10032.57
5.49,211978077730.95,10095.69
4.98,216616584979.00,10094.93
4.29,218233789693.00,10077.05
4.45,213347314386.08,10020.47
5.49,215486049718.82,10009.11
4.82,215031224439.26,10046.83
4.75,217409895645.93,10067.46
3.89,204989545638.74,10054.97
4.53,204899950761.02,10044.18
4.63,216437314887.14,10019.67
5.04,218439620727.03,10061.47
4.88,206167903489.90,10006.14
5.35,210475473776.34,10070.86
4.87,216510026039.65,10065.69
5.11,203928230519.88,10081.74
5.62,216130804666.82,10089.39
5.13,216692798184.51,10020.08
5.13,201427626066.53,10010.08
5.01,210592687300.99,10056.83
3.95,200930705402.70,10063.78
5.24,211743797781.10,10085.02
5.13,211395673752.02,10044.40
5.21,208823864318.29,10088.09
4.56,206380956381.54,10070.18
5.04,206262578661.21,10093.95
5.15,212963731727.34,10015.37
5.78,212777683743.35,10080.66
5.02,209082914006.40,10020.32
5.42,205434185355.27,10076.69
4.85,210475949913.57,10072.33
5.34,207231679090.44,10010.45
3.79,216546130284.91,10058.00
4.93,218791697351.74,10052.08
5.30,210280785842.04,10025.09
5.56,213001963546.29,10018.52
4.85,219816065118.05,10089.57
5.05,217089700092.75,10084.44
5.31,205404094491.55,10091.12
5.01,200567285955.96,10079.98
4.75,212933953263.22,10055.78
5.06,209123322185.60,10017.45
4.68,219395012197.27,10004.34
4.03,200420732679.96,10060.02
5.27,217012873931.48,10091.42
4.82,207615870098.16,10043.59
4.15,200300334158.65,10072.05
4.39,200027598926.33,10017.98
5.04,203402004364.74,10092.12
4.38,202641259153.31,10055.52
4.82,207558828781.75,10043.95
4.66,201205108117.94,10027.53
4.72,216687744986.65,10027.64
4.68,213702539571.31,10063.94
4.06,213802707334.93,10045.28
5.19,218684884244.56,10023.92
4.71,216673231486.35,10088.51
4.55,219651079115.33,10024.87
4.88,212910298568.20,10051.71
4.63,217772152824.27,10078.24
4.84,217073638892.94,10068.31
4.88,213410831523.61,10037.42
5.88,207209148542.93,10088.54
5.39,203714581124.28,10070.64
5.05,204003952672.36,10041.48
5.06,203737489111.24,10091.15
5.68,205009633012.40,10003.40
5.55,203971561647.16,10096.78
5.42,200508781839.30,10009.76
5.18,215878103043.75,10000.94
5.73,215597845283.20,10011.65
5.41,207721127251.06,10036.17
4.89,210963990497.83,10065.98
4.54,216974245949.44,10092.42
5.08,218246171376.02,10082.23
5.35,207371614807.05,10030.84
5.26,209149991113.63,10055.13
5.28,207237880781.05,10043.31
5.53,216996340739.24,10044.90
5.36,215661572049.99,10047.24
5.47,210258761429.69,10009.00
5.09,216393517028.30,10074.74
4.82,204893569691.85,10085.64
4.61,214062397223.53,10001.54
4.54,219957438224.36,10058.95
5.01,216590509079.11,10034.58
4.07,211278591697.82,10025.08
5.18,206338452118.92,10062.28
5.01,205753200267.90,10086.32
6.12,216593657835.44,10065.65
4.82,203910834342.73,10064.98
4.49,205528586893.84,10063.44
4.64,211387955319.41,10085.08
5.33,210336205020.78,10030.12
5.79,209741596618.46,10037.40
5.25,214613776402.73,10036.68
5.05,208449788540.23,10056.03
4.40,203590670006.52,10061.03
5.35,212236632238.91,10078.06
5.07,207331546244.22,10094.14
4.70,216930328353.56,10069.04
3.99,201748091314.39,10067.56
5.68,203933130054.21,10093.29
4.84,204965617734.40,10097.89
5.15,217354329894.24,10098.81
5.28,205608708248.10,10043.49
4.35,208781714676.40,10080.88
5.57,210688849679.96,10016.07
5.45,200749922092.37,10023.66
5.12,215870711616.45,10053.68
5.73,207938853193.26,10002.55
3.96,203761222166.03,10096.99
5.52,207872334407.05,10072.78
5.39,214030614303.14,10048.59
5.04,201636709875.34,10021.66
5.38,202534812819.49,10063.27
4.21,209753570552.47,10007.98
4.06,210164518933.04,10047.54
4.19,213361557825.26,10006.19
4.52,212113057500.53,10014.81
4.52,207936617343.79,10040.21
4.87,210436007590.45,10082.73
5.50,208361831063.61,10038.62
4.68,200449033749.93,10051.48
4.95,212054862334.51,10053.27
5.33,213071157416.25,10097.83
4.96,205905680711.82,10019.60
4.44,216806115982.13,10091.96
4.43,218239113834.67,10009.74
4.62,208039959103.95,10041.22
5.27,202773979109.35,10035.64
5.33,202749198823.63,10028.01
5.48,208441062798.45,10016.42
4.44,205354144808.84,10072.81
4.33,212471596897.72,10064.99
4.83,210272373151.85,10045.62
4.84,213456849629.48,10054.86
4.87,201254522485.39,10015.77
5.45,207981512947.95,10034.28
4.56,219536553542.89,10026.32
4.81,205789102569.98,10031.27
5.55,203176912918.50,10056.56
4.80,203236261488.08,10043.46
4.92,205179080328.59,10000.87
4.57,218927678934.42,10070.96
4.90,219533148711.18,10042.75
5.94,204357867337.16,10043.41
3.86,203252095878.05,10049.06
5.33,205823042165.96,10016.06
4.66,219193797175.19,10050.38
4.70,215324799649.20,10055.20
4.88,207426451167.02,10073.35
4.92,217080137148.10,10048.19
4.87,213380863455.26,10037.02
4.91,209073569112.77,10006.78
5.41,212416912091.04,10042.11
4.23,211536077048.98,10035.17
5.18,210516359692.40,10002.50
5.36,212779606265.43,10093.02
4.76,218729996996.49,10058.50
4.64,201396125449.43,10049.29
4.35,216265990010.93,10001.08
5.36,210468164134.89,10030.70
5.10,200416691549.64,10090.15
4.06,217061030683.09,10082.02
5.59,203240039779.00,10018.94
4.86,219344804550.21,10038.56
4.89,216812607951.14,10089.91
5.44,210894930252.72,10033.30
4.44,201777114670.92,10080.28
4.84,212236342569.03,10082.66
4.48,207351704796.55,10030.56
4.23,210375779469.79,10012.84
6.09,215649617823.58,10038.41
5.51,217562741759.48,10058.20
4.73,212192107110.75,10016.28
5.68,206684786182.51,10033.48
5.11,218526919056.55,10043.41
4.43,219578950259.44,10031.67
5.15,204417274931.10,10075.77
4.67,205369774173.01,10085.32
5.35,207682965144.06,10078.79
5.97,218291375560.45,10013.45
4.79,203599517665.07,10073.52
4.97,202434964079.05,10086.72
4.77,203864253636.67,10061.25
5.49,200169728747.19,10004.08
4.47,215281721521.55,10016.65
4.16,208938346369.54,10017.29
5.01,207191077837.26,10000.89
5.13,201540499867.56,10067.06
4.39,210814349457.31,10006.01
5.43,203077025109.00,10099.52
5.58,213833508436.34,10052.69
4.93,210489015966.08,10092.69
5.35,205175238899.32,10044.42
5.08,217775304061.95,10083.59
4.71,205677349059.83,10006.06
5.17,203768380622.22,10053.01
4.08,219922168605.85,10092.10
5.43,206845806802.96,10023.00
6.04,214909207040.56,10011.99
5.24,205983730689.57,10041.56
5.52,209914014634.72,10081.20
4.97,217793232657.41,10020.88
5.20,215338607541.47,10075.89
4.83,213719028368.48,10028.61
4.51,210896967483.78,10096.25
4.30,211390168445.63,10079.02
5.93,209920892344.27,10086.81
5.09,201947917477.75,10083.93
4.64,216153076227.27,10094.35
4.63,211335250608.39,10037.20
5.09,205582809712.29,10098.67
5.46,212918090564.93,10061.12
4.25,206314484964.13,10069.62
5.83,205678583866.28,10015.46
4.45,217199609574.21,10031.42
4.22,212374009106.13,10013.59
5.66,217727810218.57,10066.17
5.15,214200265161.89,10064.52
4.74,202820894377.10,10033.35
5.04,212521014495.89,10008.41
5.35,210812450080.28,10064.98
4.94,217739051216.01,10033.33
4.68,202001890089.38,10016.97
5.06,214904645454.62,10077.33
5.31,200726995070.44,10027.88
5.03,219346425577.37,10004.83
5.27,209311035925.35,10087.20
5.06,200371997377.78,10081.43
4.92,209144902792.76,10072.35
3.93,208975715592.05,10086.78
4.75,209789223422.69,10009.14
5.11,206491369977.30,10013.69
5.11,201573651639.81,10007.42
4.92,204861013616.03,10002.04
4.88,210926980287.02,10025.73
4.69,200607503096.79,10010.74
5.19,211918575898.70,10072.76
4.37,200874225955.38,10006.90
5.09,207959522359.09,10073.02
4.84,209908086053.04,10090.45
5.95,210487015978.97,10029.61
5.28,219174245689.62,10057.99
5.44,211640632139.44,10060.71
4.80,210697503262.25,10095.34
5.53,204962963103.93,10040.19
5.47,213036340829.66,10078.29
5.50,215353909692.79,10027.09
4.78,218288406434.94,10066.82
4.75,211931231161.91,10070.83
4.59,212739308709.99,10000.99
5.11,200669942801.39,10021.54
4.41,203367466983.59,10012.84
5.19,211676587607.36,10091.89
5.21,200358775900.70,10014.33
3.81,207915632443.47,10074.15
4.96,218562584764.03,10037.44
5.15,218115391972.19,10058.26
4.64,213177767463.97,10093.60
5.14,212265321677.34,10036.06
5.99,213889810723.58,10016.79
4.76,217377634803.14,10012.54
4.86,205810031088.73,10072.37
4.71,216036082013.07,10038.31
5.93,217964957266.79,10073.46
6.01,214507465596.10,10006.10
4.95,203794762227.71,10036.03
5.89,200651672346.74,10008.17
4.46,205233729852.76,10047.13
5.11,212788796471.67,10086.30
4.61,204129868679.34,10051.68
5.10,217917373914.23,10078.72
5.73,213906000480.17,10084.52
4.45,206011777704.71,10076.14
5.37,214485384754.36,10034.89
4.66,206857112327.34,10035.78
4.28,217898014236.32,10028.30
5.00,201360516031.35,10039.81
5.59,208071819935.47,10077.91
4.37,203088181181.32,10003.89
5.02,214428164518.41,10035.51
5.06,210650387145.28,10062.86
4.49,210066424278.17,10068.12
4.06,219831826186.09,10034.40
4.53,208326507535.70,10023.06
4.49,212684384854.09,10047.05
5.09,212143384777.94,10031.65
4.16,201318364176.71,10060.28
4.64,206529344137.17,10075.33
5.97,214418416706.99,10046.30
4.80,203586175986.43,10079.19
4.79,218443121516.80,10007.50
4.99,206485499149.00,10030.88
5.62,202193854349.53,10055.96
5.05,200242696870.29,10065.77
4.77,208238095434.32,10053.34
5.41,209364241852.32,10033.08
5.53,200397986868.42,10062.87
5.38,216587757503.47,10010.43
5.43,207913320863.77,10098.29
5.49,216712835631.48,10007.03
4.81,205937795630.79,10068.44
4.17,215991836991.54,10089.55
4.79,215264980944.70,10050.77
5.78,215099855215.48,10008.31
4.84,207200459970.83,10018.98
4.58,203105998376.27,10076.28
4.62,211299455083.87,10090.09
4.64,202208336510.50,10057.47
4.58,219816479162.89,10043.12
5.07,200809729963.47,10037.73
5.40,213197272845.43,10009.12
4.78,208215152870.48,10024.17
4.29,218065715310.62,10038.20
5.82,204672226505.64,10099.70
3.96,218005284902.82,10025.31
4.61,216343480767.74,10039.22
5.29,212663551186.95,10087.58
4.97,208916203830.69,10020.95
5.52,219941590246.70,10039.24
5.60,206137721333.91,10000.66
5.03,216404261408.03,10059.17
5.98,213011405951.38,10071.09
5.22,211141307085.31,10023.62
4.55,214098876682.90,10089.18
5.31,219418052285.75,10092.64
5.55,205844278262.22,10056.19
5.50,213040870508.70,10028.72
4.74,212058422552.29,10029.20
5.28,218464079956.08,10070.45
5.47,202247993379.34,10054.71
5.26,203612725104.72,10089.89
5.00,205354891909.13,10018.37
4.61,216780194227.64,10072.22
4.39,205134035296.41,10015.12
4.77,212596415063.63,10000.87
4.92,206247001103.35,10073.78
5.87,210141796025.53,10069.61
4.63,217948634538.03,10064.06
4.03,214161149932.80,10000.74
5.02,201678562859.95,10026.22
4.41,203903978877.97,10044.68
4.71,206458662706.99,10074.36
4.49,203809414228.92,10021.10
5.65,217836734001.20,10079.74
5.15,216341293178.90,10094.12
5.27,214398234441.46,10006.66
4.01,213815962024.62,10019.62
4.95,207861411607.81,10070.51
5.56,202769756186.88,10022.07
5.13,204272790040.07,10081.34
4.31,204316299521.15,10078.93
5.59,214406934690.20,10050.61
6.29,206066351937.93,10010.96
5.31,214681277499.52,10044.16
5.12,211782445445.91,10083.07
5.51,200697559539.32,10058.35
5.56,204100764399.46,10061.83
4.38,203722310369.17,10045.53
4.37,207247546062.58,10010.12
5.20,214919673285.37,10013.57
4.91,215589601232.65,10055.91
5.26,201222379935.75,10063.65
4.43,205960933527.93,10076.56
4.44,217638939342.85,10051.14
5.29,215733636049.18,10089.87
5.38,215081546948.53,10009.79
5.20,206887643847.11,10076.50
4.83,210536013400.51,10097.97
4.52,204978159335.47,10097.66
5.64,209887817208.41,10071.70
5.04,215152095840.56,10080.69
5.53,216232936399.87,10002.75
6.43,209409149109.06,10089.31
5.01,202959423067.19,10090.83
5.07,204624998317.65,10021.85
4.97,204687345586.46,10091.35
5.14,210585001708.56,10054.94
5.18,207726410419.13,10045.96
5.98,209560039635.86,10015.48
5.42,207930391259.48,10018.10
5.07,211526725166.80,10033.05
4.70,201920674613.30,10067.97
5.02,216078795453.78,10071.41
4.58,205666407841.01,10027.94
5.47,203601420676.06,10068.02
5.87,204643209695.89,10059.72
5.39,201627287355.50,10051.97
5.32,206289634461.84,10036.72
4.92,208048098736.07,10057.82
4.53,204292527753.66,10072.52
5.33,203284638375.21,10028.92
5.73,207171632504.21,10014.67
5.50,203153545193.87,10060.43
5.17,207928142471.19,10064.57
4.92,214460200269.54,10065.88
5.93,210350794444.36,10035.00
4.32,216963520420.12,10083.95
4.65,210254245872.01,10098.20
4.82,209188648107.92,10099.18
5.53,218230928671.90,10007.85
4.60,205254372189.49,10045.39
5.36,213984114553.17,10068.19
6.02,210473271372.68,10089.81
4.44,208411042427.99,10063.57
4.93,201504697933.49,10025.47
5.38,208096831119.63,10041.31
4.43,218856574165.63,10012.96
4.49,214794580852.58,10020.12
4.63,219197079107.18,10065.58
5.04,203002595686.89,10022.05
5.26,213200550285.97,10051.56
5.31,213510855127.62,10070.99
4.77,213500423183.82,10042.49
5.15,207250974276.36,10049.38
5.69,209445864107.79,10043.85
4.79,219338878015.92,10093.65
5.18,218036368094.33,10075.84
5.46,215968766715.65,10074.47
4.84,213510069227.41,10027.48
4.53,207784036562.80,10043.38
5.49,204156871169.41,10053.38
5.68,216840124915.14,10085.09
4.75,213353999329.41,10077.64
5.07,207147561693.05,10027.20
4.90,213640556524.85,10047.62
5.63,204749758312.55,10090.10
5.50,214272745910.68,10048.17
5.61,216153850426.39,10099.10
5.18,209281821976.48,10086.13
4.37,206974198932.94,10009.72
4.29,210785980013.17,10092.45
4.58,219726127733.70,10095.59
4.17,219252848616.75,10071.21
6.09,217786566452.84,10064.15
5.94,208187367629.48,10064.73
4.67,218427109825.74,10086.14
4.75,205797435123.27,10054.47
5.44,216574936197.52,10065.01
5.46,219950156784.63,10048.24
4.42,204603637167.68,10067.52
4.97,205600479606.70,10098.48
4.92,211014694155.93,10077.32
5.36,219168387796.51,10029.52
4.89,209697569901.53,10007.89
4.53,211600551763.68,10091.32
5.31,208454241048.09,10050.51
5.28,208266270363.03,10061.13
4.38,215366550012.82,10043.32
4.68,208678279953.39,10094.22
6.14,208671685957.17,10027.13
5.30,210787169029.95,10069.37
5.23,212392054026.25,10066.26
5.54,215057276124.48,10031.45
4.10,203636844383.71,10013.53
4.91,213078622101.31,10001.81
5.09,213823360766.54,10043.22
4.92,206385352915.21,10061.58
5.72,212907152477.11,10052.91
4.60,219194330100.14,10004.11
5.47,200590093231.85,10051.25
4.64,204262124288.35,10096.15
5.23,208387494748.37,10064.39
4.84,211262153883.53,10033.64
4.41,207020661492.37,10063.08
4.90,219255119993.90,10047.87
5.28,212635435643.13,10016.08
4.60,202109278238.05,10015.28
4.87,217265272590.84,10042.21
5.27,217175650880.84,10060.41
5.26,213278447554.75,10069.22
4.81,218907036512.06,10008.27
4.36,214941741298.07,10050.85
4.89,212452361642.93,10055.55
4.56,200244222189.07,10055.16
4.67,206229286716.14,10035.86
5.51,204836558799.37,10097.63
5.38,206932163441.84,10012.10
5.56,212136014666.69,10062.05
4.73,204049739260.81,10081.18
5.78,215741590426.56,10073.41
5.04,217444711294.84,10087.72
4.91,207509308247.72,10032.88
5.34,213168650996.51,10015.88
4.95,207073720292.27,10033.71
4.31,206810868850.67,10084.56
5.79,202343527402.80,10002.34
4.50,201884312208.85,10098.40
4.89,201650092860.75,10047.08
4.97,205126324048.09,10040.51
4.89,216696770640.73,10005.31
6.10,203071684093.00,10027.39
4.19,207389319643.32,10069.89
5.08,201549530060.68,10058.66
4.49,214743832622.65,10067.00
5.42,213719030675.90,10016.83
4.60,218395370755.12,10095.04
4.53,214188095177.26,10017.78
4.43,204678276847.21,10043.91
5.65,215629276346.64,10018.71
5.43,202712671383.00,10034.31
5.33,216612652323.60,10059.85
5.38,204388413437.75,10022.66
5.28,212873017298.80,10091.26
4.35,201600003176.81,10038.37
4.94,208199060928.89,10059.29
6.30,205680743347.82,10075.04
4.91,215679248769.18,10002.30
5.76,200648394249.04,10014.11
5.28,205990914308.18,10089.06
4.15,213177582078.30,10055.23
4.96,200050443369.41,10032.01
5.07,200231646876.54,10005.62
4.98,219507838616.52,10011.24
5.48,202275795183.77,10041.49
5.39,209506658734.42,10086.14
5.11,213375832015.87,10078.27
4.15,212403967583.49,10069.10
5.00,214678917066.94,10045.10
4.93,214197064736.82,10085.68
4.26,205894444201.76,10042.36
5.23,218814040862.99,10003.86
5.17,213888147794.80,10075.54
4.58,202094438913.22,10094.40
4.24,210960876901.77,10064.36
5.14,219406330640.50,10036.59
5.55,204738490189.12,10021.38
5.85,200653293926.77,10097.19
4.85,200154863149.51,10024.63
5.04,203915759847.17,10062.09
4.82,210474744944.97,10014.79
5.58,214440613713.63,10053.26
4.66,203272945840.94,10056.28
5.39,214220518434.24,10066.90
4.62,202777629193.51,10098.89
4.93,211150893756.17,10082.90
4.90,208117556601.79,10033.98
5.33,202073013336.10,10035.68
5.85,210024910336.02,10076.62
6.07,208090464868.90,10074.19
4.23,215566739242.59,10069.46
5.03,211952093435.71,10079.07
4.75,208776511678.06,10005.43
5.21,213213281752.21,10080.10
4.91,215251434848.35,10057.55
5.12,209172091136.75,10020.16
5.05,218253130709.69,10075.86
4.34,200512824046.99,10057.66
4.53,206687997210.33,10048.43
5.31,207221957186.26,10016.81
4.81,219564530477.05,10000.84
5.04,204489932582.34,10021.71
4.74,207738708148.78,10001.06
4.91,202023464313.41,10014.34
4.94,219275527757.15,10068.99
5.77,218413464714.81,10032.20
5.27,211398882271.48,10034.02
4.90,206022116215.85,10094.42
5.05,206121400602.12,10097.00
5.81,208634153163.48,10083.83
4.60,214813349692.13,10019.30
5.05,216774338094.23,10018.88
4.64,211111786681.66,10016.87
4.93,203093769827.06,10053.17
5.34,215126072864.18,10000.48
5.07,213030414817.15,10076.20
4.98,215669817056.78,10051.49
4.89,207327992798.71,10072.83
4.65,208427450141.21,10019.63
5.01,204973624334.08,10095.65
4.83,216989304323.32,10018.02
5.21,209057099682.08,10037.95
5.61,206995179559.23,10088.60
5.20,216285394224.74,10083.50
4.91,203365956798.53,10040.00
3.95,219823833606.51,10073.08
4.86,207597846719.25,10026.58
5.33,212480932086.02,10026.68
5.58,205681272753.34,10036.13
5.03,219646632558.08,10058.66
4.63,219499673983.25,10002.38
5.00,202475140276.83,10051.57
5.60,202109949888.51,10018.81
5.17,201291702129.07,10087.86
4.47,207076141038.49,10093.73
4.97,212948394988.69,10058.37
4.19,209040625218.04,10099.00
5.24,218604344608.10,10017.53
5.36,216369543430.61,10041.58
4.41,210580774284.21,10075.70
5.07,206753623316.94,10068.74
4.76,202060196319.34,10017.31
5.42,202924546548.98,10032.99
5.08,205249210702.35,10095.10
5.16,205417193953.13,10012.88
4.95,211520963988.91,10075.27
4.56,201986515912.44,10099.30
5.69,201516495478.49,10062.35
4.52,200274168656.07,10092.33
4.81,204939653260.35,10041.93
4.17,219409071983.80,10046.07
4.97,204789701734.09,10008.51
5.07,207826325105.37,10077.96
5.77,209814749890.17,10041.95
4.67,206147845301.27,10076.11
5.19,210854787261.38,10028.07
5.87,205617916945.63,10033.60
4.29,203527382395.12,10090.64
4.79,215240251058.52,10069.61
5.02,219116871594.93,10095.62
4.87,207635878958.43,10054.09
5.37,209109443658.89,10026.43
5.30,207622648539.44,10098.74
4.14,210078022526.28,10094.47
5.50,203600913154.47,10019.76
5.05,215458168300.67,10022.32
4.39,205198049250.99,10059.39
5.48,203128659138.48,10019.02
5.23,205413775642.56,10026.73
4.96,216212560123.38,10018.27
4.87,217497759522.35,10068.28
4.73,204364291471.52,10063.25
5.05,212970971882.18,10041.21
5.26,216194595803.11,10082.45
4.39,217598832216.60,10085.72
5.05,208245086665.35,10014.91
4.30,201192008870.53,10002.03
5.61,204519489303.57,10091.06
5.19,208329600024.07,10089.09
5.31,219075574655.75,10026.26
4.26,203825372674.47,10073.06
5.25,214973838450.93,10007.23
5.86,217593408811.52,10015.98
4.38,208116849548.94,10033.11
4.90,216714379658.44,10021.71
4.15,200983367375.21,10037.64
5.02,201652688525.33,10089.12
4.90,219859043445.10,10039.11
4.33,213160519421.15,10065.55
4.79,204154931043.17,10065.77
5.34,211994619644.57,10064.87
4.84,217365781254.89,10025.39
5.41,200714169189.70,10052.79
5.63,208140946139.53,10021.82
4.80,202007278645.24,10088.37
5.51,203971869858.86,10079.19
5.13,209630271028.02,10070.27
5.29,209029870974.53,10037.67
